"CRAB_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PORT_DESCRIPTION","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2001","W","SPS","SOUTH PUGET SOUND PORTS",37.2,2.27,186120,"",94.1,1.82,377602,"",113.19,2.29,571275,"",57.25,3.04,384004,"",14.13,3.29,102540,"",27.51,4.05,245374,"",7.14,3.88,61051,"",40.27,2.26,200426,"",19.87,1.75,76712,"",30.94,1.73,118210,"",17.07,1.98,74468,"",38.2,1.69,142632,"",496.88,2.32,2540413,""
"2001","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2002","C","BDA","BODEGA BAY AREA PORTS",0,0,0,"",82.01,2.22,400652,"",47.55,1.94,203143,"",22.49,2.36,117138,"",6.61,2.81,40922,"",4.32,2.98,28348,"",3.98,3.55,31140,"",4.25,3.14,29421,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",171.2,2.25,850764,""
"2002","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",92.74,1.96,399829,"",27.37,1.77,106582,"",8.61,2.14,40659,"",3.52,2.63,20459,"",.59,2.75,3549,"",1.66,2.96,10821,"",1.75,2.41,9298,"",9.46,2.04,42455,"",0,0,0,"",0,0,0,"",0,0,0,"",145.7,1.97,633652,""
"2002","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",330.73,1.94,1412934,"",97.51,1.75,376402,"",15.08,2.27,75518,"",6.75,2.73,40695,"",4.02,3.14,27824,"",3.35,3.25,23981,"",3.73,2.18,17976,"",9.68,1.89,40282,"",0,0,0,"",0,0,0,"",0,0,0,"",470.85,1.94,2015612,""
"2002","C","ERA","EUREKA AREA PORTS",0,0,0,"",141.84,1.97,617024,"",56.88,1.85,232370,"",14.2,2.26,70794,"",9.53,2.69,56618,"",12.32,3.05,82803,"",7.07,3.24,50580,"",1.42,2.22,6975,"",1.22,1.97,5298,"",0,0,0,"",0,0,0,"",0,0,0,"",244.5,2.08,1122462,""
"2002","C","LAA","LOS ANGELES AREA PORTS",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"*"
"2002","C","MNA","MONTEREY AREA PORTS",,,,"*",4.79,2.57,27207,"",7.45,2.18,35804,"",8.49,2.33,43654,"",4.19,2.74,25310,"",3.39,2.91,21752,"",3.53,2.85,22199,"",.73,3.11,5010,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",32.58,2.52,180937,"*"
"2002","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",4.06,2.95,26388,"",2.26,4.02,20045,"",3.86,4.44,37752,"",2.33,4.48,23014,"",.56,4.51,5600,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",13.07,3.91,112798,"*"
"2002","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2002","C","SFA","SAN FRANCISCO AREA PORTS",,,,"*",307.67,2.16,1465577,"",113.54,1.9,474770,"",55.46,2.39,292039,"",25.86,2.9,165238,"",26.27,3.44,199444,"",13.68,3.81,114767,"",15.39,2.6,88191,"",.8,2.86,5060,"",0,0,0,"",0,0,0,"",0,0,0,"",558.66,2.28,2805088,"*"
"2002","C","XXX","WITHHELD FOR CONFIDENTIALITY**",4.77,2.45,25773,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",4.77,2.45,25773,"*"
"2002","O","BRA","BROOKINGS AREA PORTS",0,0,0,"",189.38,1.8,750727,"",64.03,1.69,238677,"",16.8,2.11,78143,"",10.36,2.58,58916,"",5.34,2.96,34822,"",4.47,3.03,29856,"",5.86,2.15,27830,"",26.83,1.71,101332,"",17.86,1.58,62130,"",0,0,0,"",0,0,0,"",340.92,1.84,1382434,""
"2002","O","CBA","COOS BAY AREA PORTS",.11,2.01,499,"",470.17,1.73,1793999,"",365.68,1.64,1325567,"",81.53,2.13,382541,"",38.52,2.75,233423,"",18.69,3.08,127099,"",11.36,3.23,80952,"",6.8,2.68,40160,"",18.1,1.85,73784,"",17.9,1.71,67388,"",.94,2.9,5979,"",1.51,2.27,7579,"",1031.32,1.82,4138967,""
"2002","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",1280.12,1.64,4637567,"",814.09,1.62,2901179,"",234.25,1.88,973028,"",121.8,2.56,686254,"",93.16,2.98,611481,"",52.66,3.1,359388,"",15.63,2.31,79585,"",4.67,1.54,15814,"",2.19,1.55,7506,"",0,0,0,"",0,0,0,"",2618.57,1.78,10271803,""
"2002","O","NPA","NEWPORT AREA PORTS",1.1,2.5,6059,"",936.44,1.67,3452940,"",534.02,1.63,1923019,"",118.32,2.1,547140,"",58.53,2.84,366648,"",23.31,3.14,161445,"",14.67,3.35,108266,"",6.01,2.89,38247,"",3.91,2.93,25243,"",4.56,2.58,25910,"",1.99,2.85,12482,"",3.04,2.87,19248,"",1705.9,1.78,6686646,""
"2002","O","TLA","TILLAMOOK AREA PORTS",,,,"*",110.88,1.68,409885,"",91.48,1.62,326234,"",34.14,1.89,142560,"",16.23,2.32,83150,"",5.03,3.04,33720,"",5.52,3.18,38670,"",3.98,2.78,24392,"",6.75,2.39,35646,"",3.43,2.35,17769,"",0,0,0,"",,,,"*",277.45,1.82,1112026,"*"
"2002","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2002","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",0,0,0,"",613.96,1.63,2212483,"",364.25,1.6,1283130,"",116.8,1.83,472391,"",49.51,2.35,256239,"",21.11,2.64,122734,"",13.15,2.64,76652,"",5.2,2.15,24676,"",2.88,1.92,12186,"",4.68,1.96,20165,"",6.89,1.61,24463,"",28.01,1.72,106227,"",1226.44,1.71,4611346,""
"2002","W","CWA","WASHINGTON COASTAL PORTS",231.61,1.9,969409,"",1697.08,1.63,6082490,"",1358.41,1.6,4801382,"",288.46,1.93,1228849,"",115.99,2.82,722297,"",100.26,3.25,718227,"",77.62,3.29,562600,"",80.11,1.91,338168,"",68.42,1.67,251336,"",65.24,1.54,221679,"",59.3,1.51,197143,"",127.74,1.85,519862,"",4270.23,1.76,16613441,""
"2002","W","NPS","NORTH PUGET SOUND PORTS",407.84,1.8,1616711,"",249.34,2.09,1148060,"",194.4,1.83,785586,"",118.87,2.4,629403,"",75.24,3.43,568383,"",46.98,3.86,399676,"",60.37,3.61,480227,"",179.94,1.95,774272,"",216.69,1.69,807255,"",276.1,2,1216690,"",265.47,2.03,1187009,"",983.26,1.68,3645496,"",3074.52,1.96,13258768,""
"2002","W","SPS","SOUTH PUGET SOUND PORTS",48.94,1.85,199962,"",33.01,2.04,148474,"",35.08,1.72,132860,"",8.48,2.26,42271,"",7.84,3.34,57787,"",.98,3.61,7779,"",18.53,3.56,145545,"",40.2,1.8,159534,"",34.28,1.72,130138,"",31.99,2.09,147765,"",8.79,2.13,41358,"",27.88,1.75,107525,"",295.99,2.02,1320996,""
"2003","C","BDA","BODEGA BAY AREA PORTS",263.64,2.02,1172844,"",195.72,1.73,745473,"",79.77,1.52,267221,"",30.81,1.77,120381,"",10.34,2.15,48910,"",8.13,2.52,45118,"",3.23,2.54,18097,"",2.86,2.53,15900,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",594.5,1.86,2433944,""
"2003","C","BGA","FORT BRAGG AREA PORTS",,,,"*",25.83,1.53,87376,"",106.62,1.46,342905,"",33.51,1.61,119062,"",10.91,1.86,44833,"",4.46,2.59,25419,"",.94,2.39,4981,"",.17,2.17,822,"",1.29,1.03,2947,"",0,0,0,"",0,0,0,"",0,0,0,"",183.74,1.55,628344,"*"
"2003","C","CCA","CRESCENT CITY AREA PORTS",,,,"*",602.85,1.4,1854356,"",1072.79,1.42,3346873,"",229.58,1.61,814540,"",41.23,2.1,191030,"",17.86,2.46,96989,"",7.85,2.41,41779,"",.81,2.3,4122,"",1.72,1.85,7019,"",0,0,0,"",0,0,0,"",0,0,0,"",1974.7,1.46,6356709,"*"
"2003","C","ERA","EUREKA AREA PORTS",,,,"*",435.87,1.41,1350739,"",1246.11,1.43,3918231,"",283.61,1.6,1001955,"",47.72,2.07,217632,"",57.73,2.34,297823,"",54.8,2.32,279887,"",10.77,2.15,51069,"",2.22,2.05,10049,"",0,0,0,"",0,0,0,"",0,0,0,"",2138.82,1.51,7127384,"*"
"2003","C","LAA","LOS ANGELES AREA PORTS",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2003","C","MNA","MONTEREY AREA PORTS",10.83,2.3,54963,"",11.88,2.3,60294,"",12.9,2.16,61387,"",6.49,2.26,32350,"",5.25,2.62,30397,"",2.71,2.85,17054,"",2.46,2.96,16047,"",2.98,2.76,18143,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",55.51,2.37,290635,""
"2003","C","MRA","MORRO BAY AREA PORTS",.68,2.8,4197,"",,,,"*",1.98,2.23,9757,"",2.27,2.17,10864,"",2.07,3.16,14430,"",3.74,3.64,29999,"",1.74,3.82,14623,"",.94,3.46,7207,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",13.43,3.08,91076,"*"
"2003","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2003","C","SFA","SAN FRANCISCO AREA PORTS",776.5,2.02,3466517,"",309.46,1.79,1221635,"",115.5,1.61,409518,"",64.28,1.86,263637,"",23.5,2.32,120062,"",16.81,2.63,97365,"",6.82,2.6,39168,"",4.26,2.82,26500,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1317.14,1.94,5644402,"*"
"2003","C","XXX","WITHHELD FOR CONFIDENTIALITY**",8.92,1.85,36329,"",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",8.92,1.85,36329,"*"
"2003","O","BRA","BROOKINGS AREA PORTS",0,0,0,"",120.52,1.38,366611,"",260.87,1.41,810995,"",130.28,1.58,454348,"",37.45,1.85,152834,"",19.27,2.03,86102,"",10.58,1.98,46271,"",1.72,1.98,7482,"",2.28,1.65,8283,"",.7,1.79,2770,"",0,0,0,"",0,0,0,"",583.66,1.5,1935695,""
"2003","O","CBA","COOS BAY AREA PORTS",2.38,2.05,10768,"",498.93,1.41,1545706,"",718.8,1.42,2257756,"",275.73,1.62,986817,"",54.11,2.08,248686,"",46.8,2.31,238265,"",15.22,2.1,70497,"",3.56,2.36,18575,"",6.6,1.91,27838,"",7.74,1.89,32182,"",,,,"*",.9,2.14,4241,"",1630.77,1.51,5441332,"*"
"2003","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",1068.68,1.37,3219438,"",963.98,1.43,3049488,"",498.93,1.58,1736724,"",133.12,1.83,536672,"",78.05,2.18,375464,"",27.61,2.12,129160,"",6.53,2.18,31368,"",,,,"*",2.31,1.92,9805,"",0,0,0,"",0,0,0,"",2779.21,1.48,9088119,"*"
"2003","O","NPA","NEWPORT AREA PORTS",1.81,2.68,10681,"",792.78,1.4,2447313,"",1114.16,1.42,3485411,"",333.74,1.59,1169338,"",77.73,2.03,347017,"",30.75,2.3,155954,"",8.74,2.44,46928,"",3.15,2.38,16519,"",4.16,2.8,25682,"",2.19,2.3,11102,"",.4,2.45,2141,"",1.38,2.86,8709,"",2370.98,1.48,7726794,""
"2003","O","TLA","TILLAMOOK AREA PORTS",,,,"*",172.12,1.5,568291,"",180.67,1.42,566841,"",61.26,1.62,218579,"",14.08,1.95,60470,"",12.49,2.21,60852,"",8.86,2.18,42686,"",5.08,2.17,24314,"",8.91,2.25,44137,"",5.78,2.27,28960,"",,,,"*",,,,"*",469.24,1.56,1615128,"*"
"2003","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2003","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",477.65,1.38,1449617,"",431.15,1.42,1352475,"",182.93,1.57,634872,"",71.71,1.78,281175,"",29.71,2.17,142317,"",5.56,2.11,25910,"",18.32,1.91,76974,"",29.95,1.94,128161,"",6.92,2.27,34583,"",7.94,1.69,29567,"",,,,"*",1261.84,1.49,4155652,"*"
"2003","W","CWA","WASHINGTON COASTAL PORTS",429.27,2.15,2034696,"",2692.4,1.38,8202217,"",3080.91,1.41,9599742,"",1042.5,1.58,3621544,"",306.4,1.95,1315505,"",257.27,2.25,1278486,"",127.69,2.24,631596,"",112.44,1.95,483321,"",88.12,1.83,354998,"",140.83,1.8,557689,"",69.46,1.84,281491,"",63.35,2.05,285919,"",8410.64,1.54,28647203,""
"2003","W","NPS","NORTH PUGET SOUND PORTS",231.61,1.95,993316,"",259.53,1.74,994683,"",360.49,1.65,1308913,"",187.8,1.87,773006,"",128.64,2.4,679844,"",54.46,2.83,340241,"",59.11,2.5,326432,"",353.29,1.93,1506143,"",229.67,1.82,921053,"",148.17,2.06,673784,"",240.92,1.92,1019426,"",998.44,1.82,4003658,"",3252.14,1.89,13540499,""
"2003","W","SPS","SOUTH PUGET SOUND PORTS",14.86,2.02,66188,"",12.92,1.89,53958,"",16.5,1.78,64625,"",5.29,1.96,22832,"",6.8,2.77,41568,"",4.45,2.33,22833,"",22.26,2.5,122710,"",38.77,1.89,161265,"",20.04,1.94,85738,"",6.7,2.27,33587,"",,,,"*",84.26,1.93,358727,"",232.86,2.01,1034030,"*"
"2003","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2004","C","BDA","BODEGA BAY AREA PORTS",300.23,1.73,1146145,"",189.67,1.57,654980,"",80.94,1.73,309483,"",40.17,1.92,169709,"",19.05,2.1,88216,"",11.18,2.36,58278,"",7.8,2.5,42993,"",6.75,2.56,38127,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",655.8,1.73,2507932,""
"2004","C","BGA","FORT BRAGG AREA PORTS",5.42,1.66,19818,"",139.62,1.58,487086,"",46.3,1.71,174708,"",13.2,1.9,55205,"",8.67,2.05,39125,"",3.17,2.17,15121,"",3.43,2.36,17869,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",219.81,1.67,808932,"*"
"2004","C","CCA","CRESCENT CITY AREA PORTS",,,,"*",2889.09,1.56,9914865,"",900.38,1.68,3334735,"",287.17,1.8,1139610,"",161.98,1.99,710048,"",72.42,2.12,338133,"",27.28,2.27,136404,"",2.17,2.6,12449,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",4340.47,1.63,15586244,"*"
"2004","C","ERA","EUREKA AREA PORTS",,,,"*",1572.21,1.56,5390307,"",638.29,1.65,2326029,"",148.92,1.74,570049,"",123.2,1.91,518617,"",65.49,2.01,290672,"",61.25,2.21,298167,"",17.01,2.38,89294,"",8.81,2.16,41858,"",0,0,0,"",0,0,0,"",0,0,0,"",2635.18,1.64,9524992,"*"
"2004","C","LAA","LOS ANGELES AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2004","C","MNA","MONTEREY AREA PORTS",15.38,2,67969,"",31.92,1.76,123723,"",17.53,1.95,75307,"",11.14,2.01,49488,"",7.35,1.87,30373,"",3.34,2.05,15074,"",2.3,2.22,11236,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",88.96,1.9,373171,"*"
"2004","C","MRA","MORRO BAY AREA PORTS",,,,"*",,,,"*",.82,2.59,4670,"",2.41,2.55,13560,"",2.38,3.28,17191,"",1.88,3.73,15486,"",1.44,3.99,12651,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",8.93,3.23,63557,"*"
"2004","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2004","C","SFA","SAN FRANCISCO AREA PORTS",960.97,1.75,3712867,"",409,1.65,1491468,"",170.43,1.85,696451,"",63.83,2.03,285478,"",31.48,2.25,156070,"",18.79,2.45,101294,"",17.41,2.74,105128,"",7.62,2.88,48454,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1679.54,1.78,6597209,"*"
"2004","C","XXX","WITHHELD FOR CONFIDENTIALITY**",27.29,1.75,105500,"",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",3.23,3.04,21665,"",2.28,2.39,12003,"",0,0,0,"",0,0,0,"",0,0,0,"",32.8,1.92,139168,"*"
"2004","O","BRA","BROOKINGS AREA PORTS",0,0,0,"",1148.29,1.55,3933190,"",788.69,1.63,2836455,"",252.33,1.72,956734,"",107.21,1.84,435035,"",62.62,1.98,273243,"",34.27,2.18,164676,"",9.92,2.25,49208,"",3.21,2.05,14505,"",3.71,1.92,15710,"",0,0,0,"",,,,"*",2410.25,1.63,8678754,"*"
"2004","O","CBA","COOS BAY AREA PORTS",1.69,1.88,6991,"",979.04,1.55,3355745,"",1081.4,1.67,3976860,"",540.51,1.75,2085094,"",244.94,1.92,1036293,"",176.26,2.06,798645,"",77.19,2.39,405873,"",20.63,2.39,108853,"",11.48,2.25,57006,"",2.84,2.43,15201,"",0,0,0,"",1.79,1.79,7047,"",3137.76,1.71,11853608,""
"2004","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",1879.14,1.55,6437183,"",280.91,1.63,1011953,"",145.96,1.73,556840,"",93.09,1.76,361075,"",51.57,2.07,235702,"",30.69,2.15,145643,"",15.34,2.18,73749,"",6.98,2.5,38535,"",3.2,2.57,18140,"",0,0,0,"",0,0,0,"",2506.88,1.61,8878821,""
"2004","O","NPA","NEWPORT AREA PORTS",1.42,2.74,8606,"",1414.25,1.55,4837684,"",502.22,1.64,1820681,"",149.71,1.75,576186,"",97.17,1.88,401705,"",79.32,2.06,361107,"",33.22,2.2,161497,"",8.21,2.3,41574,"",3.56,2.45,19264,"",1.8,2.57,10200,"",,,,"*",2.04,2.74,12350,"",2292.94,1.63,8250854,"*"
"2004","O","TLA","TILLAMOOK AREA PORTS",,,,"*",249.35,1.55,852113,"",70.7,1.62,252375,"",30.26,1.72,114973,"",23.47,1.89,97947,"",22.41,2.01,99098,"",20.27,2.18,97322,"",8.93,2.15,42323,"",3.33,2.53,18567,"",2.67,2.54,14979,"",0,0,0,"",.45,.75,745,"",431.85,1.67,1590442,"*"
"2004","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"2004","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",0,0,0,"",820.94,1.55,2813005,"",162.72,1.64,588679,"",78.86,1.74,302343,"",62.37,1.75,241019,"",18.54,1.99,81224,"",7.26,2.16,34567,"",6.43,2.07,29394,"",2.96,2.24,14609,"",2.71,1.85,11039,"",4.59,1.54,15573,"",,,,"*",1167.37,1.61,4131450,"*"
"2004","W","CWA","WASHINGTON COASTAL PORTS",550.94,2.05,2486559,"",4369.14,1.55,14964307,"",1065.85,1.67,3913797,"",493.15,1.79,1941987,"",247.11,2.07,1127987,"",198.81,2.2,966215,"",85.27,2.33,438066,"",44.1,2.25,219064,"",38.64,2,170454,"",35.79,1.89,149497,"",26,1.93,110661,"",21.72,2.13,101845,"",7176.52,1.68,26590438,""
"2004","W","NPS","NORTH PUGET SOUND PORTS",267.7,1.78,1048916,"",336.94,1.64,1215332,"",210.19,2.08,965903,"",93.71,2.23,461370,"",73.41,2.68,433237,"",59.04,2.74,356559,"",44.19,2.81,273365,"",335.34,2.18,1611582,"",198.13,1.75,762553,"",243.04,1.82,975320,"",247.76,1.79,976564,"",879.66,1.76,3418339,"",2989.11,1.9,12499040,""
"2004","W","SPS","SOUTH PUGET SOUND PORTS",37.66,1.89,157015,"",17.98,1.84,72993,"",35.35,2.06,160646,"",18.71,2.26,93271,"",14.66,2.63,85046,"",1.7,2.84,10653,"",6.66,2.9,42648,"",49.04,2.52,272963,"",22.56,2.01,100045,"",14.39,2.04,64690,"",9.93,2.1,45899,"",35.95,1.86,147217,"",264.59,2.15,1253085,""
"2004","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2005","C","BDA","BODEGA BAY AREA PORTS",428.03,1.7,1602552,"",268.68,1.51,891696,"",95.04,1.5,314635,"",63.24,1.63,227281,"",19.78,1.92,83575,"",10.38,2.03,46429,"",7.26,2.06,32900,"",5.52,1.95,23749,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",897.93,1.63,3222816,""
"2005","C","BGA","FORT BRAGG AREA PORTS",16.12,1.71,60656,"",314.35,1.48,1025394,"",73.67,1.46,237242,"",32.4,1.62,115477,"",11.07,1.83,44722,"",6.35,1.99,27784,"",3.02,1.84,12278,"",.88,2.26,4365,"",.49,2.12,2289,"",0,0,0,"",0,0,0,"",0,0,0,"",458.34,1.51,1530206,""
"2005","C","CCA","CRESCENT CITY AREA PORTS",,,,"*",3558.8,1.49,11713752,"",774.15,1.4,2390317,"",299.16,1.64,1080297,"",90.45,1.8,358084,"",72.37,1.95,310714,"",42.47,1.79,167351,"",8.88,2.01,39343,"",2.62,2.06,11933,"",0,0,0,"",0,0,0,"",0,0,0,"",4848.91,1.5,16071792,"*"
"2005","C","ERA","EUREKA AREA PORTS",,,,"*",2241.85,1.5,7405143,"",524.15,1.39,1607739,"",284.84,1.6,1005163,"",81.1,1.71,305134,"",105.03,1.84,426458,"",88.77,1.65,323021,"",21.8,2.39,114866,"",2.63,2.44,14164,"",0,0,0,"",0,0,0,"",0,0,0,"",3350.18,1.52,11201688,"*"
"2005","C","LAA","LOS ANGELES AREA PORTS",0,0,0,"",,,,"*",.83,1.48,2716,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",.83,1.48,2716,"*"
"2005","C","MNA","MONTEREY AREA PORTS",14.81,1.83,59631,"",19.48,1.72,73979,"",9.86,1.89,41055,"",7.28,2.06,33064,"",4.33,2.07,19762,"",3.46,2.47,18873,"",1.3,2.61,7492,"",2.34,3.24,16698,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",62.86,1.95,270554,""
"2005","C","MRA","MORRO BAY AREA PORTS",,,,"*",,,,"*",3.66,1.83,14780,"",5.52,1.86,22621,"",1.39,2.19,6716,"",2.94,3.2,20712,"",5.28,3.25,37889,"",2.19,3.88,18731,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",20.99,2.62,121449,"*"
"2005","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2005","C","SDA","SAN DIEGO AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2005","C","SFA","SAN FRANCISCO AREA PORTS",1235.93,1.75,4767930,"",295.45,1.6,1043680,"",114.04,1.65,414218,"",64.12,1.81,256382,"",33.47,2.07,152769,"",20.08,2.35,104000,"",13.31,2.44,71611,"",8.03,2.83,50107,"",.13,3.81,1091,"",0,0,0,"",0,0,0,"",0,0,0,"",1784.57,1.74,6861788,""
"2005","C","XXX","WITHHELD FOR CONFIDENTIALITY**",1.57,2.33,8047,"",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1.57,2.33,8047,"*"
