year,filename,area,port,species,landings,value
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, warty","13,684","$64,402 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, rock unspecified","32,978","$59,076 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, spot","4,262","$58,435 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, copper","9,821","$57,606 "
2018,Table 19PUB.pdf,Santa Barbara,,"Hagfish, unspecified","50,376","$55,414 "
2018,Table 19PUB.pdf,Santa Barbara,,"Thornyhead, longspine","14,275","$54,558 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, grass","4,734","$54,080 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, spider","22,833","$38,147 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, Dungeness","6,383","$32,493 "
2018,Table 19PUB.pdf,Santa Barbara,,Lingcod,"7,517","$25,863 "
2018,Table 19PUB.pdf,Santa Barbara,,Cabezon,"3,302","$25,224 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sheephead, California","6,479","$23,267 "
2018,Table 19PUB.pdf,Santa Barbara,,Yellowtail,"6,835","$20,567 "
2018,Table 19PUB.pdf,Santa Barbara,,"Whelk, Kellet's","25,142","$20,147 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, king","2,834","$18,991 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, bocaccio","5,371","$16,150 "
2018,Table 19PUB.pdf,Santa Barbara,SANTA BARBARA HARBOR,SANTA BARBARA HARBOR,,
2018,Table 19PUB.pdf,Santa Barbara,,"Whitefish, ocean","4,315","$11,520 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, blue","2,309","$10,648 "
2018,Table 19PUB.pdf,Santa Barbara,,"Eel, California moray","2,073","$7,660 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, Pacific angel","4,686","$7,036 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea urchin, purple","8,308","$6,900 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, yellowtail","1,825","$5,432 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenspotted","2,046","$5,419 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, thresher","3,440","$4,945 "
2018,Table 19PUB.pdf,Santa Barbara,,"Ray, bat","5,310","$4,908 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, fantail","1,617","$4,775 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crayfish, unspecified",271,"$3,932 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, gopher",473,"$3,836 "
2018,Table 19PUB.pdf,Santa Barbara,,"Salmon, Chinook",377,"$3,770 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, blackgill","1,704","$3,642 "
2018,Table 19PUB.pdf,Santa Barbara,,"Hagfish, Pacific","2,951","$3,246 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, soupfin","2,749","$2,790 "
2018,Table 19PUB.pdf,Santa Barbara,,Opah,"2,192","$2,785 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, black-and-yellow",311,"$2,605 "
2018,Table 19PUB.pdf,Santa Barbara,,"Bonito, Pacific","3,295","$2,561 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, shortfin mako","1,764","$2,496 "
2018,Table 19PUB.pdf,Santa Barbara,,"Tuna, bluefin",593,"$2,205 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, kelp",322,"$2,128 "
2018,Table 19PUB.pdf,Santa Barbara,,"Bass, giant sea",448,"$2,027 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, leopard","1,423","$1,839 "
2018,Table 19PUB.pdf,Santa Barbara,,Grenadier,"1,838","$1,740 "
2018,Table 19PUB.pdf,Santa Barbara,,"Snail, top","2,848","$1,331 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, bank",314,"$1,260 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, speckled",369,"$1,205 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, rosy",414,"$1,186 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, treefish",139,"$1,168 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, unspecified",532,"$1,141 "
2018,Table 19PUB.pdf,Santa Barbara,BARBARA HARBOR,BARBARA HARBOR,,
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, starry",308,"$1,019 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, canary",336,$942 
2018,Table 19PUB.pdf,Santa Barbara,,"Sanddab, Pacific",190,$913 
2018,Table 19PUB.pdf,Santa Barbara,,"Limpet, keyhole","1,659",$884 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, group red",200,$750 
2018,Table 19PUB.pdf,Santa Barbara,,"Greenling, kelp",261,$677 
2018,Table 19PUB.pdf,Santa Barbara,,"Skate, unspecified","1,413",$600 
2018,Table 19PUB.pdf,Santa Barbara,,Salmon,74,$592 
2018,Table 19PUB.pdf,Santa Barbara,,"Croaker, white",323,$586 
2018,Table 19PUB.pdf,Santa Barbara,,Sanddab,202,$581 
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, unspecified",236,$483 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, rock",154,$418 
2018,Table 19PUB.pdf,Santa Barbara,,"Fish, unspecified",221,$404 
2018,Table 19PUB.pdf,Santa Barbara,,Turbot,148,$370 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, white",350,$350 
2018,Table 19PUB.pdf,Santa Barbara,,"Ray, Pacific electric",140,$340 
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, Pacific",94,$271 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, claws",123,$235 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, brown",85,$228 
2018,Table 19PUB.pdf,Santa Barbara,,"Octopus, unspecified",57,$223 
2018,Table 19PUB.pdf,Santa Barbara,,"Skate, longnose",305,$219 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenstriped",42,$204 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, widow",107,$180 
2018,Table 19PUB.pdf,Santa Barbara,,"Barracuda, California",109,$176 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, unspecified","1,954",$174 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, southern kelp",45,$163 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, group bolina",20,$140 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, group nearshore",57,$116 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, Dover",200,$110 
2018,Table 19PUB.pdf,Santa Barbara,,"Scorpionfish, California",19,$106 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenblotched",74,$97 
2018,Table 19PUB.pdf,Santa Barbara,BARBARA HARBOR,BARBARA HARBOR,,
2018,Table 19PUB.pdf,Santa Barbara,,"Shrimp, ocean (pink)",58,$91 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, aurora",35,$70 
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, bullet",39,$68 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, olive",50,$67 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, spider/sheep claws",38,$57 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, English",113,$56 
2018,Table 19PUB.pdf,Santa Barbara,,Thornyheads,19,$56 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, black",37,$56 
2018,Table 19PUB.pdf,Santa Barbara,,"Lizardfish, California",515,$55 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, flag",28,$49 
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, unspecified",11,$43 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, chilipepper",17,$41 
2018,Table 19PUB.pdf,Santa Barbara,,"Surfperch, rainbow",7,$33 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, petrale",19,$30 
2018,Table 19PUB.pdf,Santa Barbara,,Eel,5,$25 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, splitnose",10,$22 
2018,Table 19PUB.pdf,Santa Barbara,,"Turbot, hornyhead",21,$20 
2018,Table 19PUB.pdf,Santa Barbara,,"Squid, market",20,$20 
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, unspecified",4,$20 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, brown smoothhound",46,$14 
2018,Table 19PUB.pdf,Santa Barbara,,Butterfish (Pacific pompano),11,$13 
2018,Table 19PUB.pdf,Santa Barbara,,"Ratfish, spotted",4,$5 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, armed box",2,$4 
2018,Table 19PUB.pdf,Santa Barbara,,"Sardine, Pacific",4,$4 
2018,Table 19PUB.pdf,Santa Barbara,,"Whiting, Pacific",95,$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Midshipman, plainfin",146,$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, spiny dogfish","1,102",$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, swell",137,$0 
2018,Table 19PUB.pdf,Santa Barbara,,Port Totals:,"3,359,499","$12,791,282 "
2018,Table 19PUB.pdf,Santa Barbara,VENTURA,VENTURA,,
2018,Table 19PUB.pdf,Santa Barbara,,"Squid, market","14,006,399","$6,784,750 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, spot","134,757","$1,920,062 "
2018,Table 19PUB.pdf,Santa Barbara,,"Lobster, California spiny","107,142","$1,724,150 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, ridgeback","281,873","$759,595 "
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, Pacific","1,250,090","$208,334 "
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, California","32,937","$193,920 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea urchin, red","70,293","$159,917 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, yellow rock","79,925","$149,319 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, warty","15,099","$76,241 "
2018,Table 19PUB.pdf,Santa Barbara,,Swordfish,"8,950","$47,409 "
2018,Table 19PUB.pdf,Santa Barbara,,"Thornyhead, shortspine","4,826","$41,670 "
2018,Table 19PUB.pdf,Santa Barbara,,"Seabass, white","7,857","$40,404 "
2018,Table 19PUB.pdf,Santa Barbara,,Sablefish,"11,033","$32,714 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, rock unspecified","9,840","$22,318 "
2018,Table 19PUB.pdf,Santa Barbara,,"Croaker, white","31,338","$19,126 "
2018,Table 19PUB.pdf,Santa Barbara,,"Lizardfish, California","30,591","$18,346 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sheephead, California","3,875","$16,323 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, Pacific angel","8,243","$15,381 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, giant red","3,662","$14,372 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sardine, Pacific","213,099","$13,557 "
2018,Table 19PUB.pdf,Santa Barbara,,"Thornyhead, longspine","1,565","$12,813 "
2018,Table 19PUB.pdf,Santa Barbara,,Yellowtail,"2,506","$9,853 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, vermilion","3,718","$9,058 "
2018,Table 19PUB.pdf,Santa Barbara,,Cabezon,783,"$5,911 "
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, jack","38,910","$4,817 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, grass",405,"$4,599 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crayfish, unspecified",284,"$4,260 "
2018,Table 19PUB.pdf,Santa Barbara,,Sanddab,"2,559","$3,229 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, thresher","1,803","$3,027 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, spider","2,505","$2,935 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, fantail","1,866","$2,843 "
2018,Table 19PUB.pdf,Santa Barbara,A,A,,
2018,Table 19PUB.pdf,Santa Barbara,,"Skate, unspecified","4,311","$2,676 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, unspecified","4,056","$2,448 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, Dover","3,536","$2,122 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, English","2,816","$1,903 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenspotted","1,389","$1,829 "
2018,Table 19PUB.pdf,Santa Barbara,,Lingcod,489,"$1,703 "
2018,Table 19PUB.pdf,Santa Barbara,,"Guitarfish, shovelnose",665,"$1,689 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, box",563,"$1,684 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, petrale",911,"$1,617 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, red rock",817,"$1,567 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, bocaccio",933,"$1,442 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, tanner",115,"$1,154 "
2018,Table 19PUB.pdf,Santa Barbara,,Opah,937,"$1,048 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, blackgill",755,"$1,036 "
2018,Table 19PUB.pdf,Santa Barbara,,"Snails, moon",856,$833 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, rock",705,$722 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, claws",424,$719 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, shortfin mako",558,$608 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, chilipepper",560,$565 
2018,Table 19PUB.pdf,Santa Barbara,,"Shrimp, unspecified",253,$530 
2018,Table 19PUB.pdf,Santa Barbara,,"Whitefish, ocean",281,$528 
2018,Table 19PUB.pdf,Santa Barbara,,"Scorpionfish, California",257,$494 
2018,Table 19PUB.pdf,Santa Barbara,,"Sea urchin, purple",382,$458 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, copper",162,$451 
2018,Table 19PUB.pdf,Santa Barbara,,"Tuna, albacore",232,$371 
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, unspecified",366,$371 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, brown rock",204,$324 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, brown",160,$320 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, starry",140,$294 
2018,Table 19PUB.pdf,Santa Barbara,,"Ray, bat",264,$264 
2018,Table 19PUB.pdf,Santa Barbara,,Butterfish (Pacific pompano),260,$256 
2018,Table 19PUB.pdf,Santa Barbara,VENTURA,VENTURA,,
2018,Table 19PUB.pdf,Santa Barbara,,Dolphin (fish),83,$249 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, speckled",125,$227 
2018,Table 19PUB.pdf,Santa Barbara,,Grenadier,204,$224 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, treefish",27,$222 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, king",84,$212 
2018,Table 19PUB.pdf,Santa Barbara,,"Octopus, unspecified",162,$183 
2018,Table 19PUB.pdf,Santa Barbara,,"Whelk, Kellet's",316,$179 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, gopher",41,$164 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenstriped",131,$147 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, group nearshore",71,$142 
2018,Table 19PUB.pdf,Santa Barbara,,"Bonito, Pacific",54,$135 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, unspecified",126,$129 
2018,Table 19PUB.pdf,Santa Barbara,,Stingray,214,$120 
2018,Table 19PUB.pdf,Santa Barbara,,"Fish, unspecified",83,$98 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, flag",72,$95 
2018,Table 19PUB.pdf,Santa Barbara,,"Turbot, hornyhead",184,$92 
2018,Table 19PUB.pdf,Santa Barbara,,Thornyheads,30,$90 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, brown smoothhound",131,$80 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, leopard",115,$75 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, blue",48,$74 
2018,Table 19PUB.pdf,Santa Barbara,,"Barracuda, California",56,$71 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, yellowtail",24,$66 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, canary",34,$63 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenblotched",54,$54 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, rosy",17,$52 
2018,Table 19PUB.pdf,Santa Barbara,,Turbot,18,$45 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, rex",19,$38 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, blacktip",17,$34 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, bank",26,$33 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, Mexican",13,$13 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, splitnose",4,$11 
2018,Table 19PUB.pdf,Santa Barbara,VENTURA,VENTURA,,
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, widow",5,$5 
2018,Table 19PUB.pdf,Santa Barbara,,"Midshipman, plainfin",8,$4 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, black",2,$2 
2018,Table 19PUB.pdf,Santa Barbara,,"Bass, giant sea",7,$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Anchovy, northern","11,176",$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Tuna, bluefin",11,$0 
2018,Table 19PUB.pdf,Santa Barbara,,Port Totals:,"16,410,875","$12,356,701 "
2018,Table 19PUB.pdf,Santa Barbara,PORT HUENEME,PORT HUENEME,,
2018,Table 19PUB.pdf,Santa Barbara,,"Squid, market","13,630,361","$6,814,799 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, spot","95,699","$1,385,155 "
2018,Table 19PUB.pdf,Santa Barbara,,"Ray, bat","54,630","$27,315 "
2018,Table 19PUB.pdf,Santa Barbara,,"Lobster, California spiny",862,"$14,425 "
2018,Table 19PUB.pdf,Santa Barbara,,"Seabass, white","1,844","$7,376 "
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, Pacific","45,000","$4,425 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sardine, Pacific","71,938","$3,681 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, ridgeback",244,"$3,496 "
2018,Table 19PUB.pdf,Santa Barbara,,Swordfish,374,"$1,496 "
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, California",172,$860 
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, warty",109,$565 
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, jack","5,900",$280 
2018,Table 19PUB.pdf,Santa Barbara,,"Tuna, bluefin",48,$192 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, shortfin mako",104,$130 
2018,Table 19PUB.pdf,Santa Barbara,,Stingray,600,$6 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, yellow rock",126,$0 
2018,Table 19PUB.pdf,Santa Barbara,,Port Totals:,"13,908,010","$8,264,201 "
2018,Table 19PUB.pdf,Santa Barbara,OXNARD,OXNARD,,
2018,Table 19PUB.pdf,Santa Barbara,,"Lobster, California spiny","59,583","$1,007,143 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea urchin, red","668,991","$1,000,576 "
2018,Table 19PUB.pdf,Santa Barbara,,"Seabass, white","69,207","$291,880 "
2018,Table 19PUB.pdf,Santa Barbara,,"Thornyhead, shortspine","35,778","$258,826 "
2018,Table 19PUB.pdf,Santa Barbara,D,D,,
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, California","36,595","$172,050 "
2018,Table 19PUB.pdf,Santa Barbara,,Sablefish,"44,162","$135,143 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, warty","19,424","$96,392 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, spot","3,557","$54,635 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, vermilion","13,432","$43,407 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, yellow rock","56,009","$39,884 "
2018,Table 19PUB.pdf,Santa Barbara,,"Prawn, ridgeback","10,723","$27,198 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sheephead, California","4,665","$23,650 "
2018,Table 19PUB.pdf,Santa Barbara,,"Barracuda, California","23,650","$23,493 "
2018,Table 19PUB.pdf,Santa Barbara,,"Sea cucumber, giant red","4,366","$21,540 "
2018,Table 19PUB.pdf,Santa Barbara,,"Thornyhead, longspine","6,076","$14,386 "
2018,Table 19PUB.pdf,Santa Barbara,,Swordfish,"4,350","$14,184 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, thresher","8,306","$12,432 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, rock unspecified","6,895","$11,799 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, Pacific angel","8,446","$11,264 "
2018,Table 19PUB.pdf,Santa Barbara,,"Hagfish, unspecified","9,745","$10,853 "
2018,Table 19PUB.pdf,Santa Barbara,,Yellowtail,"3,161","$10,340 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, king","1,802","$7,176 "
2018,Table 19PUB.pdf,Santa Barbara,,"Whitefish, ocean","1,402","$4,272 "
2018,Table 19PUB.pdf,Santa Barbara,,"Tuna, bluefin","2,000","$3,965 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, spider","2,513","$3,899 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, blackgill","1,978","$3,776 "
2018,Table 19PUB.pdf,Santa Barbara,,"Croaker, white","4,489","$3,367 "
2018,Table 19PUB.pdf,Santa Barbara,,Lingcod,882,"$2,707 "
2018,Table 19PUB.pdf,Santa Barbara,,"Bass, giant sea","1,126","$2,540 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, bocaccio","1,784","$2,530 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, red rock","2,656","$2,513 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, shortfin mako","1,556","$2,449 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, speckled",895,"$2,296 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, copper",707,"$1,966 "
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, leopard","1,847","$1,633 "
2018,Table 19PUB.pdf,Santa Barbara,D,D,,
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, box","1,062","$1,616 "
2018,Table 19PUB.pdf,Santa Barbara,,"Lizardfish, California","1,919","$1,439 "
2018,Table 19PUB.pdf,Santa Barbara,,"Skate, longnose","1,555","$1,388 "
2018,Table 19PUB.pdf,Santa Barbara,,"Hagfish, Pacific","1,242","$1,242 "
2018,Table 19PUB.pdf,Santa Barbara,,Butterfish (Pacific pompano),67,"$1,139 "
2018,Table 19PUB.pdf,Santa Barbara,,"Crayfish, unspecified",266,"$1,064 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, canary",298,$984 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, yellowtail",288,$865 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, brown rock",851,$789 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenspotted",239,$664 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, soupfin",412,$619 
2018,Table 19PUB.pdf,Santa Barbara,,"Whelk, Kellet's",660,$487 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, blue",177,$447 
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, unspecified",47,$329 
2018,Table 19PUB.pdf,Santa Barbara,,Opah,"2,003",$324 
2018,Table 19PUB.pdf,Santa Barbara,,"Ray, bat",381,$286 
2018,Table 19PUB.pdf,Santa Barbara,,Cabezon,54,$263 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, English",299,$222 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, widow",84,$217 
2018,Table 19PUB.pdf,Santa Barbara,,Senorita,31,$171 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, brown",48,$143 
2018,Table 19PUB.pdf,Santa Barbara,,"Guitarfish, shovelnose",90,$135 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, spiny dogfish",256,$128 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, bank",60,$126 
2018,Table 19PUB.pdf,Santa Barbara,,"Ray, unspecified",70,$105 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, chilipepper",37,$98 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, shortbelly",40,$80 
2018,Table 19PUB.pdf,Santa Barbara,,"Whiting, Pacific",75,$75 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, gopher",26,$73 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, treefish",28,$69 
2018,Table 19PUB.pdf,Santa Barbara,OXNARD,OXNARD,,
2018,Table 19PUB.pdf,Santa Barbara,,"Bonito, Pacific",169,$67 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, claws",63,$63 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, Dover",17,$62 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, olive",19,$57 
2018,Table 19PUB.pdf,Santa Barbara,,"Shark, brown smoothhound",36,$54 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, rock",10,$31 
2018,Table 19PUB.pdf,Santa Barbara,,"Scorpionfish, California",15,$28 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, fantail",37,$22 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, greenblotched",18,$18 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, kelp",8,$15 
2018,Table 19PUB.pdf,Santa Barbara,,"Sole, unspecified",20,$15 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, splitnose",5,$13 
2018,Table 19PUB.pdf,Santa Barbara,,Flyingfish,3,$11 
2018,Table 19PUB.pdf,Santa Barbara,,"Surfperch, rubberlip",9,$9 
2018,Table 19PUB.pdf,Santa Barbara,,"Greenling, kelp",4,$9 
2018,Table 19PUB.pdf,Santa Barbara,,"Surfperch, rainbow",7,$7 
2018,Table 19PUB.pdf,Santa Barbara,,"Mackerel, unspecified",4,$5 
2018,Table 19PUB.pdf,Santa Barbara,,Halfmoon,2,$2 
2018,Table 19PUB.pdf,Santa Barbara,,Opaleye,1,$1 
2018,Table 19PUB.pdf,Santa Barbara,,"Snail, sea",39,$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Crab, tanner",145,$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, aurora",28,$0 
2018,Table 19PUB.pdf,Santa Barbara,,"Squid, market",3,$0 
2018,Table 19PUB.pdf,Santa Barbara,,Port Totals:,"1,136,083","$3,342,235 "
2018,Table 19PUB.pdf,Santa Barbara,GAVIOTA BEACH,GAVIOTA BEACH,,
2018,Table 19PUB.pdf,Santa Barbara,,"Halibut, California","2,970","$12,096 "
2018,Table 19PUB.pdf,Santa Barbara,,"Rockfish, vermilion","1,474","$4,422 "
2018,Table 19PUB.pdf,Santa Barbara,,"Seabass, white","1,006","$3,973 "
